split,scope,speed_bin_mps,snr_db,n,mean_true_speed_mps,position_rmse_m,velocity_rmse_mps,velocity_error_median_mps,velocity_error_p95_mps,n_ge2bs,position_rmse_m_ge2bs,velocity_rmse_mps_ge2bs,velocity_error_over_speed_median,velocity_error_over_speed_p95,direction_angle_median_deg,direction_flip_fraction
val,scene_0,"[0.5,1)",10.0,65,0.7276692467533997,0.034999046981242884,0.06584093345551431,0.05564361498987997,0.10835316489726333,65,0.034999046981242884,0.06584093345551431,,,,
val,scene_0,"[1,2)",-10.0,85,1.4160662856882025,0.35418273185517324,0.7125725028945804,0.5528019626980034,1.2962319507543052,85,0.35418273185517324,0.7125725028945804,,,,
val,scene_0,"[1,2)",-5.0,85,1.4160662856882025,0.1993414817233209,0.40059547841269416,0.311328545272965,0.7218603951366482,85,0.1993414817233209,0.40059547841269416,,,,
val,scene_0,"[1,2)",0.0,85,1.4160662856882025,0.11217103729427493,0.22525122566124908,0.17539543331558247,0.4038079740280304,85,0.11217103729427493,0.22525122566124908,,,,
val,scene_0,"[1,2)",5.0,85,1.4160662856882025,0.0631324791108148,0.12668542495003168,0.09875211000566525,0.22646342062520827,85,0.0631324791108148,0.12668542495003168,,,,
val,scene_0,"[1,2)",10.0,85,1.4160662856882025,0.03557336099585703,0.07128740424906745,0.05560243716387278,0.12723327616167482,85,0.03557336099585703,0.07128740424906745,,,,
val,scene_0,"[2,5)",-10.0,127,3.3942277674474184,0.3235680797536976,0.7894968793251321,0.5688838149112461,1.4265577351926957,127,0.3235680797536976,0.7894968793251321,0.17065042515748832,0.48071346451226155,2.598183016929721,0.0
val,scene_0,"[2,5)",-5.0,127,3.3942277674474184,0.18201904179236353,0.44396499709952936,0.32022439012913323,0.802959962769472,127,0.18201904179236353,0.44396499709952936,0.09582658066209397,0.27049461252493373,1.4765962523757745,0.0
val,scene_0,"[2,5)",0.0,127,3.3942277674474184,0.10239795380793507,0.24967461493608242,0.18012661287898077,0.45180284351992905,127,0.10239795380793507,0.24967461493608242,0.053846501715789474,0.15217512828959912,0.8243418420925365,0.0
val,scene_0,"[2,5)",5.0,127,3.3942277674474184,0.057628304066325645,0.14043296087872228,0.10131582312651036,0.25419691760889185,127,0.057628304066325645,0.14043296087872228,0.030272649609739213,0.08561105235524619,0.4620203794464901,0.0
val,scene_0,"[2,5)",10.0,127,3.3942277674474184,0.032478321141580765,0.07902682832477775,0.057012674559160564,0.1430664966571253,127,0.032478321141580765,0.07902682832477775,0.017030965510456717,0.04818234603105011,0.2599577042152025,0.0
val,scene_0,"[5,10)",-10.0,504,8.024368504755412,0.3166772347686641,0.6607329228137787,0.538566112990664,1.1786199684013001,504,0.3166772347686641,0.6607329228137787,0.06755105505519185,0.15264743857295257,1.0765874997391292,0.0
val,scene_0,"[5,10)",-5.0,504,8.024368504755412,0.17806108057446723,0.3714830283864032,0.30368905339728536,0.6618879408407529,504,0.17806108057446723,0.3714830283864032,0.038116074598656874,0.08566923425761364,0.5993277598784186,0.0
val,scene_0,"[5,10)",0.0,504,8.024368504755412,0.10014491155271,0.20888911849703168,0.1706407574230691,0.37194082330993417,504,0.10014491155271,0.20888911849703168,0.021424480493935423,0.048143926842944565,0.3360329131605929,0.0
val,scene_0,"[5,10)",5.0,504,8.024368504755412,0.05634978206233618,0.11748502739680554,0.0958643492346434,0.20911366417930985,504,0.05634978206233618,0.11748502739680554,0.012044491298377445,0.027068207016552548,0.18906231255472752,0.0
