selection,seed,validation_split,origin,snr_db,gnn_epoch,relation_D_epoch,ade_targets,fde_targets,gnn_ADE,relation_D_ADE,delta_ADE_relation_minus_gnn,gnn_FDE,relation_D_FDE,delta_FDE_relation_minus_gnn,gnn_scene_J,relation_D_scene_J,delta_scene_J_relation_minus_gnn,gnn_source,relation_D_source
best_J,2026,V_select,12,20,97,85,8,8,1.056134581565857,1.235499382019043,0.17936480045318604,2.0061817169189453,2.5088963508605957,0.5027146339416504,2.0592254400253296,2.489947557449341,0.43072211742401123,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,13,5,97,85,8,8,0.5415339469909668,0.7924785614013672,0.2509446144104004,0.8406939506530762,1.176237940788269,0.33554399013519287,0.9618809223175049,1.3805975317955017,0.4187166094779968,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,13,10,97,85,8,8,0.5414358973503113,0.7924066185951233,0.250970721244812,0.8403237462043762,1.1766217947006226,0.33629804849624634,0.9615977704524994,1.3807175159454346,0.4191197454929352,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,13,15,97,85,8,8,0.5421175956726074,0.7954449653625488,0.2533273696899414,0.8427953720092773,1.1799311637878418,0.33713579177856445,0.9635152816772461,1.3854105472564697,0.42189526557922363,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,13,20,97,85,8,8,0.542116641998291,0.7954201102256775,0.2533034682273865,0.8428910374641418,1.1800380945205688,0.337147057056427,0.9635621607303619,1.385439157485962,0.4218769967556,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,14,5,97,85,8,8,0.811803936958313,0.9843886494636536,0.17258471250534058,1.5466983318328857,1.7188472747802734,0.1721489429473877,1.5851531028747559,1.8438122868537903,0.2586591839790344,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,14,10,97,85,8,8,0.8106300830841064,0.986801266670227,0.1761711835861206,1.544037103652954,1.7205617427825928,0.17652463912963867,1.5826486349105835,1.8470821380615234,0.26443350315093994,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,14,15,97,85,8,8,0.8081487417221069,0.9838548302650452,0.17570608854293823,1.538841962814331,1.7134116888046265,0.1745697259902954,1.5775697231292725,1.8405606746673584,0.26299095153808594,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,14,20,97,85,8,8,0.8080413341522217,0.984526515007019,0.17648518085479736,1.5387738943099976,1.7154499292373657,0.17667603492736816,1.5774282813072205,1.842251479625702,0.26482319831848145,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,15,5,97,85,8,8,0.7801511883735657,1.0126383304595947,0.23248714208602905,1.2247905731201172,1.9837207794189453,0.7589302062988281,1.3925464749336243,2.0044987201690674,0.6119522452354431,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
