scene_index,target_index,target_id,eligible,ade_margin_m,fde_margin_m,lstm_ade_m,lstm_fde_m,transformer_ade_m,transformer_fde_m,target_interaction_gnn_ade_m,target_interaction_gnn_fde_m,proposed_ade_m,proposed_fde_m,initial_heading_rad,net_longitudinal_m,net_lateral_m,path_length_m,path_efficiency,heading_change_deg,max_lateral_excursion_m,speed_ratio,motion_type
22,6,1509,False,-0.12164036184549332,-0.25519565492868423,0.22140195965766907,0.2592661380767822,0.12145165354013443,0.08686446398496628,0.18665610253810883,0.25459417700767517,0.24309201538562775,0.3420601189136505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
22,7,1536,False,0.00011533498764038086,-0.029322803020477295,0.12408566474914551,0.17063267529010773,0.1760323941707611,0.25941845774650574,0.15600231289863586,0.304904580116272,0.12397032976150513,0.19995547831058502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,0,1503,True,0.005657754838466644,0.05490979552268982,0.14911742508411407,0.24063681066036224,0.17777100205421448,0.28426969051361084,0.08800293505191803,0.1924826055765152,0.08234518021345139,0.13757281005382538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,1,1551,True,0.04217451438307762,0.12571221217513084,0.07815871387720108,0.16922661662101746,0.10539962351322174,0.24530810117721558,0.15016698837280273,0.27768146991729736,0.03598419949412346,0.04351440444588661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,2,1518,False,-0.03465816378593445,-0.09070318192243576,0.07667572796344757,0.08351980894804001,0.11616857349872589,0.1602320820093155,0.09594608843326569,0.17230987548828125,0.11133389174938202,0.17422299087047577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,3,1517,False,-0.038776643574237823,0.01499667763710022,0.2065490484237671,0.2770571708679199,0.09850313514471054,0.17070552706718445,0.1946364939212799,0.27395322918891907,0.13727977871894836,0.15570884943008423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,4,1554,False,-0.041489385068416595,-0.10754349827766418,0.09714693576097488,0.0679531991481781,0.09911125153303146,0.13184432685375214,0.09912379831075668,0.1317967176437378,0.13863632082939148,0.17549669742584229,-1.5841317176818848,0.0,0.0,0.1573161831402701,0.0,179.9999999999999,0.0004840039500817348,0.9999999999999998,left
23,5,1496,False,-0.029888473451137543,-0.07853299379348755,0.13047370314598083,0.15225574374198914,0.04793345928192139,0.033321745693683624,0.050076521933078766,0.043275684118270874,0.07782193273305893,0.11185473948717117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,6,1509,False,-0.023677147924900055,0.036453962326049805,0.06318219751119614,0.11958916485309601,0.08956553041934967,0.15582720935344696,0.07421473413705826,0.1326139271259308,0.08685934543609619,0.0831352025270462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
23,7,1562,False,-0.06220622360706329,-0.0373123437166214,0.19974814355373383,0.22283534705638885,0.29004818201065063,0.34017515182495117,0.26787471771240234,0.24194706976413727,0.2619543671607971,0.26014769077301025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
24,0,1503,False,-0.09716781973838806,-0.369083896279335,0.3954206705093384,0.42204752564430237,0.4984210133552551,0.8254574537277222,0.3892730176448822,0.24273638427257538,0.48644083738327026,0.6118202805519104,0.028097819536924362,25.625596081651796,-1.1512741613489441,25.6924075399916,0.9984056377401953,3.9651502930547973,1.3729107308174142,1.039225688355451,lateral_or_mild_curve
24,1,1510,False,-0.3757503032684326,-0.9496285021305084,0.5950957536697388,0.43148359656333923,0.9517824053764343,1.0102781057357788,1.4042482376098633,1.431926965713501,0.9708460569381714,1.3811120986938477,0.01625354029238224,31.951398998296536,-0.7260266135345755,32.04058983505975,0.9974737291855759,3.8559815555442807,1.4198240779471294,0.9736194394379556,lateral_or_mild_curve
24,2,1502,False,-0.16747239232063293,-0.4633443355560303,0.2995491623878479,0.5383459329605103,0.33597245812416077,0.8730470538139343,0.8321653604507446,1.5148613452911377,0.46702155470848083,1.0016902685165405,-0.07458199560642242,23.785546569061392,2.332031977218216,23.922853590708808,0.999027729767269,10.273706574861718,2.332031977218216,0.8234545893326438,left
24,3,1514,False,0.25259339809417725,-0.008348941802978516,3.0132579803466797,6.603639602661133,1.5624067783355713,3.6727092266082764,1.1523317098617554,3.0346219539642334,0.8997383117675781,3.042970895767212,-0.15681782364845276,32.30185473959529,2.433404726465945,32.50565898229274,0.9965459634135878,15.515222742446207,2.433404726465945,1.102738443806337,left
24,4,1512,False,-0.2610893249511719,-0.5634450912475586,2.3379504680633545,4.316026210784912,3.945066452026367,7.491529941558838,2.9065985679626465,5.164356708526611,2.5990397930145264,4.879471302032471,-0.14372123777866364,30.69617669917465,1.2954268736941428,30.79474482487018,0.9976864311968355,1.7377219303098932,1.2954268736941428,1.0088091964223622,lateral_or_mild_curve
24,5,1509,False,-0.12947505712509155,-0.3201639652252197,0.9920973777770996,2.3774709701538086,1.0123740434646606,2.011406898498535,0.6418477892875671,1.0690020322799683,0.7713228464126587,1.389165997505188,-0.20139570534229279,24.194302511531408,2.2016173270263173,24.35891879217478,0.9973458540587531,6.905633230588522,2.2016173270263173,1.026997044057511,left
24,6,1504,False,-0.6446100473403931,-1.0152902603149414,0.5375279188156128,0.6948261260986328,0.8127816319465637,1.2608990669250488,0.823512852191925,1.4440363645553589,1.1821379661560059,1.7101163864135742,0.0023735803551971912,27.435244994727245,-0.8162644986129358,27.458953223527004,0.9995787166717715,-3.9889268627127694,0.8162644986129358,0.9900526571156514,straight
