scene_index,target_interaction_gnn_ade_snr5,target_interaction_gnn_fde_snr5,proposed_ade_snr5,proposed_fde_snr5,ade_gain_snr5,fde_gain_snr5,target_error_cv_snr5,target_interaction_gnn_ade_snr20,target_interaction_gnn_fde_snr20,proposed_ade_snr20,proposed_fde_snr20,ade_gain_snr20,fde_gain_snr20,target_error_cv_snr20,median_distance_score,imbalance_score,selection_score,eligible
1079,1.254241704940796,2.3100314140319824,1.2240569591522217,2.3103649616241455,0.024066131487789296,-0.00014439093344661673,0.27583199739456177,1.024453043937683,2.0121614933013916,0.9616422653198242,1.878598928451538,0.06131152519829853,0.06637765671119909,0.4743693172931671,0.2173483671818871,0.37510065734386444,0.3111235315178532,False
1195,1.3023006916046143,2.5443367958068848,1.145607829093933,2.1054787635803223,0.12032003324640327,0.17248425324422806,0.7473343014717102,0.8930044174194336,1.8803858757019043,0.7929134368896484,1.4954860210418701,0.11208341031394205,0.20469195160081705,0.6229458451271057,0.14329968436230026,0.685140073299408,0.3145847026871522,True
269,0.9081528782844543,2.217238664627075,0.8510140776634216,2.077270030975342,0.06291760119614523,0.06312745483142437,0.4039502739906311,0.8023098111152649,2.0314040184020996,0.8568435907363892,2.3523435592651367,-0.06797097438621451,-0.157989025302553,0.27338314056396484,0.23530190800313075,0.338666707277298,0.31996858482245527,False
265,1.4552677869796753,2.3926286697387695,1.3752073049545288,2.247861623764038,0.05501426111499892,0.060505438142449956,0.19437973201274872,0.9952577948570251,1.7013131380081177,1.0208401679992676,1.7585259675979614,-0.025704268054406443,-0.033628629739983096,0.22467273473739624,0.2711457517826996,0.20952623337507248,0.32352731012646774,False
125,0.9030046463012695,1.6404292583465576,0.9612943530082703,1.786228895187378,-0.06455083807791785,-0.08887895415116928,0.38754352927207947,1.051386833190918,2.2187044620513916,1.0145419836044312,2.1835765838623047,0.03504404698950256,0.015832608078233203,0.40422219038009644,0.2252435663288676,0.39588285982608795,0.3242142812853896,False
337,1.198020100593567,2.1752724647521973,1.2345736026763916,2.42165207862854,-0.03051159330691867,-0.1132637947055565,0.4022855758666992,0.7416746020317078,1.7385317087173462,0.7379662394523621,1.790535807609558,0.004999985936133168,-0.029912654817541115,0.41578003764152527,0.22935948725083954,0.40903280675411224,0.3316176889393676,False
231,0.9627033472061157,1.921614646911621,1.0823029279708862,1.8423006534576416,-0.12423305799430666,0.04127466117176578,0.6299452185630798,0.6515825986862183,1.5492666959762573,0.7025154232978821,1.4531913995742798,-0.07816787114075689,0.06201340069563459,0.8417828679084778,0.14843275228269642,0.7358640432357788,0.3323987630916411,False
454,1.219624400138855,2.2708983421325684,1.1081269979476929,2.157278299331665,0.09141945846480938,0.05003308192748265,0.3989398181438446,0.7643709778785706,1.3647987842559814,0.6880331635475159,1.2927871942520142,0.09987011090206759,0.052763521505644013,0.4919309914112091,0.22214455522679366,0.44543540477752686,0.3335034064211754,True
239,1.0324074029922485,1.9555294513702393,0.9214748740196228,1.7786794900894165,0.10745034242403494,0.09043584649512898,0.4990890920162201,1.009027123451233,2.2412099838256836,0.9155540466308594,2.146423101425171,0.09263683269550005,0.04229272718066074,0.623228907585144,0.19350726657219,0.5611589998006821,0.3337970165223605,True
988,1.3182796239852905,2.329094648361206,1.2276076078414917,2.0904932022094727,0.06878056407311242,0.10244386002931129,0.389374703168869,1.030680537223816,1.9159996509552002,1.082606554031372,1.9420018196105957,-0.05038032147906974,-0.013571071707884925,0.3597681522369385,0.24067989522451894,0.37457142770290375,0.3343227521502449,False
1051,0.7263638973236084,1.3292244672775269,0.7723915576934814,1.5178111791610718,-0.06336721929527134,-0.1418772498747348,0.13478732109069824,0.7513132691383362,1.3385069370269775,0.7662267684936523,1.529498815536499,-0.01984990811145943,-0.14269024181058246,0.3164293169975281,0.27866056631777836,0.22560831904411316,0.33506264607880665,False
1190,0.9477288126945496,2.403722047805786,1.018221139907837,2.0883278846740723,-0.07438027236173819,0.13121074602598845,0.6443375945091248,0.9825326204299927,2.700469732284546,0.8533042073249817,2.3765501976013184,0.13152582460667397,0.11994932985573506,0.7112793922424316,0.17024111482051105,0.6778084933757782,0.3396932381644556,False
363,0.749151885509491,1.2788546085357666,0.8279070258140564,1.4752190113067627,-0.1051257319482081,-0.15354708929408706,0.11545001715421677,0.7603522539138794,1.6061848402023315,0.7437339425086975,1.6106762886047363,0.021856069104339293,-0.002796345906140539,0.544685959815979,0.2575692967242743,0.3300679884850979,0.3400862938455488,False
409,0.9542991518974304,1.5790549516677856,0.9431137442588806,1.6635940074920654,0.011721070501121048,-0.05353775417061343,0.3106820285320282,0.6629756689071655,1.5776348114013672,0.6385856866836548,1.54144287109375,0.036788653592242156,0.022940632423969484,0.5602526068687439,0.23133654182149221,0.43546731770038605,0.3402033712465887,False
