origin,slot,episode_id,source_block,qgnn_ADE,qgnn_FDE,gnn_ADE,gnn_FDE
127,5,s1_t1118937000200_a1538,22,0.005904454737901688,0.009290032088756561,0.006283392198383808,0.010183965787291527
128,0,s1_t1118937000200_a1580,22,0.5545679330825806,,0.41809025406837463,
128,1,s1_t1118937000200_a1580,22,0.7350932359695435,1.0092958211898804,0.7598501443862915,1.9910717010498047
128,2,s1_t1118937000200_a1580,22,0.30299609899520874,0.5938706398010254,0.5297150015830994,0.40509769320487976
128,3,s1_t1118937000200_a1580,22,1.7250521183013916,2.942086935043335,2.6153807640075684,4.839962959289551
128,4,s1_t1118937000200_a1580,22,1.2995855808258057,2.999783992767334,1.9630848169326782,3.211482524871826
128,5,s1_t1118937000200_a1580,22,1.508933424949646,3.2517309188842773,1.2191462516784668,2.6943488121032715
128,6,s1_t1118937000200_a1580,22,1.8376026153564453,3.5645339488983154,0.873120903968811,1.3604258298873901
128,7,s1_t1118937000200_a1580,22,2.62579083442688,5.222438812255859,1.1408886909484863,2.743163585662842
129,0,s1_t1118937000200_a1580,22,0.3816099166870117,,0.2596942186355591,
129,1,s1_t1118937000200_a1580,22,1.3132832050323486,3.7366929054260254,1.1850569248199463,2.4989418983459473
129,2,s1_t1118937000200_a1580,22,0.8516191244125366,2.136241912841797,0.5635000467300415,1.3795524835586548
129,3,s1_t1118937000200_a1580,22,0.6776425242424011,0.6592127680778503,1.103387713432312,2.532907485961914
129,4,s1_t1118937000200_a1580,22,1.2083123922348022,2.9246714115142822,1.3380054235458374,3.060964822769165
129,5,s1_t1118937000200_a1580,22,1.3955724239349365,2.829401969909668,1.1577430963516235,2.294419050216675
129,6,s1_t1118937000200_a1580,22,0.1382971704006195,0.524469256401062,0.38115885853767395,0.7820541262626648
129,7,s1_t1118937000200_a1580,22,1.5514814853668213,2.071141004562378,2.7936878204345703,5.0125203132629395
130,1,s1_t1118937000200_a1580,22,2.8053359985351562,6.226296424865723,2.932298183441162,6.397084712982178
130,2,s1_t1118937000200_a1580,22,0.5099679827690125,1.683172583580017,0.7399031519889832,1.953237533569336
130,3,s1_t1118937000200_a1580,22,1.1963727474212646,2.119983196258545,2.1254453659057617,4.271178722381592
130,4,s1_t1118937000200_a1580,22,1.8373117446899414,2.4754810333251953,1.013467788696289,3.0209219455718994
130,5,s1_t1118937000200_a1580,22,0.1892441213130951,0.11910375207662582,0.4004589021205902,0.9215133190155029
130,6,s1_t1118937000200_a1580,22,2.128138303756714,5.380445957183838,2.4700260162353516,6.476983547210693
130,7,s1_t1118937000200_a1580,22,0.9536935091018677,1.9480605125427246,0.26410436630249023,0.632531464099884
131,1,s1_t1118937000200_a1580,22,3.0789222717285156,6.439845085144043,2.0785741806030273,4.663164138793945
131,2,s1_t1118937000200_a1580,22,0.7281676530838013,1.7091680765151978,0.8966115713119507,1.8995469808578491
131,3,s1_t1118937000200_a1580,22,0.2731649875640869,0.7586494088172913,0.7303633093833923,2.766826868057251
131,4,s1_t1118937000200_a1580,22,1.0050513744354248,0.8057970404624939,4.465517997741699,7.878845691680908
131,5,s1_t1118937000200_a1580,22,0.4125548005104065,0.48614367842674255,0.8084250688552856,1.211976170539856
131,6,s1_t1118937000200_a1580,22,1.5581538677215576,2.7777559757232666,2.1819541454315186,4.687326431274414
131,7,s1_t1118937000200_a1580,22,0.26391321420669556,0.42328891158103943,0.5480262041091919,0.9198503494262695
132,1,s1_t1118937000200_a1580,22,0.7442928552627563,0.8507816195487976,2.0401034355163574,3.7551114559173584
132,2,s1_t1118937000200_a1580,22,0.8206936120986938,2.269979953765869,0.47585219144821167,1.370936393737793
