model,samples,snr_ref_db,dvr_mps,bearing_split_deg,realization,n_detections,matched_targets,ghost_count,merged,range_median_abs_m,xy_median_m
B64,64,10.0,20.0,0.5,13,2,2,0,False,0.002681548593017169,0.010740300044439294
E0,256,10.0,20.0,0.5,14,3,2,1,False,0.0017253320408769923,0.018311139353980353
B64,64,10.0,20.0,0.5,14,4,2,2,False,0.0010552200538995749,0.02002043432567907
E0,256,10.0,20.0,0.5,15,2,2,0,False,0.0016462731513939843,0.007798671475171149
B64,64,10.0,20.0,0.5,15,2,2,0,False,0.004552363771239243,0.021189970537530026
E0,256,10.0,20.0,0.5,16,2,2,0,False,0.001598551091277045,0.013585874283407306
B64,64,10.0,20.0,0.5,16,2,2,0,False,0.004102850693271876,0.015782964579376276
E0,256,10.0,20.0,0.5,17,4,2,2,False,0.0016253438457596303,0.009907938652596503
B64,64,10.0,20.0,0.5,17,2,2,0,False,0.0023650215808146413,0.0207875659629785
E0,256,10.0,20.0,0.5,18,2,2,0,False,0.001839599222932975,0.013037957562138554
B64,64,10.0,20.0,0.5,18,4,2,2,False,0.0044002352497471975,0.009776456052056567
E0,256,10.0,20.0,0.5,19,2,2,0,False,0.001709051198631073,0.006901127623578555
B64,64,10.0,20.0,0.5,19,3,2,1,False,0.003653215221049777,0.02074628291260857
E0,256,10.0,20.0,0.5,20,2,2,0,False,0.0020043928548432177,0.011902659273283551
B64,64,10.0,20.0,0.5,20,2,2,0,False,0.005244641543654893,0.047471891793854706
E0,256,10.0,20.0,0.5,21,4,2,2,False,0.001994763378363018,0.010217789974590906
B64,64,10.0,20.0,0.5,21,2,2,0,False,0.0016324227978685713,0.010337264137149861
E0,256,10.0,20.0,0.5,22,2,2,0,False,0.002241165342567797,0.014401636733626051
B64,64,10.0,20.0,0.5,22,2,2,0,False,0.003419614602364618,0.009344354213516226
E0,256,10.0,20.0,0.5,23,3,2,1,False,0.002397308864118486,0.006401690209004733
B64,64,10.0,20.0,0.5,23,3,2,1,False,0.003478473326865128,0.013517787074410604
E0,256,10.0,20.0,0.5,24,3,2,1,False,0.002472966151970013,0.012651029314931422
B64,64,10.0,20.0,0.5,24,2,2,0,False,0.004933413261554165,0.01594759978044867
E0,256,10.0,20.0,0.5,25,2,2,0,False,0.002603773872323245,0.014588949502972466
B64,64,10.0,20.0,0.5,25,3,2,1,False,0.009409546102418176,0.04424170774720938
E0,256,10.0,20.0,0.5,26,2,2,0,False,0.0017604484429654121,0.013400392260765016
B64,64,10.0,20.0,0.5,26,3,2,1,False,0.004344482223430646,0.015980759017868683
E0,256,10.0,20.0,0.5,27,3,2,1,False,0.003106281211159967,0.008153616432337488
B64,64,10.0,20.0,0.5,27,2,2,0,False,0.003538044552271913,0.014087139207250538
E0,256,10.0,20.0,0.5,28,2,2,0,False,0.0022437692039147805,0.006092312762365822
B64,64,10.0,20.0,0.5,28,2,2,0,False,0.002263626059018975,0.02925283632717171
E0,256,10.0,20.0,0.5,29,2,2,0,False,0.0020482566521451417,0.012572701408273232
B64,64,10.0,20.0,0.5,29,2,2,0,False,0.003825423501837122,0.01884801146851135
E0,256,10.0,20.0,0.5,30,2,2,0,False,0.0025487265077543952,0.00519368625184412
B64,64,10.0,20.0,0.5,30,2,2,0,False,0.0022167922110014615,0.015192591435036167
E0,256,10.0,20.0,0.5,31,2,2,0,False,0.0023480611100978876,0.013925623381496815
B64,64,10.0,20.0,0.5,31,2,2,0,False,0.004810479933453848,0.005147229621974333
E0,256,10.0,20.0,1.0,0,2,2,0,False,0.003862975284988579,0.01684328231585437
B64,64,10.0,20.0,1.0,0,2,2,0,False,0.0020024453123426156,0.0041015575851108925
E0,256,10.0,20.0,1.0,1,2,2,0,False,0.0023914620413876264,0.012363429062814034
B64,64,10.0,20.0,1.0,1,4,2,2,False,0.0036613723558502898,0.024554239094924952
E0,256,10.0,20.0,1.0,2,2,2,0,False,0.0023148281327394216,0.013993345005626712
B64,64,10.0,20.0,1.0,2,2,2,0,False,0.0025789008110450595,0.015324992097993071
E0,256,10.0,20.0,1.0,3,2,2,0,False,0.0019990538767018506,0.02739492799241148
B64,64,10.0,20.0,1.0,3,2,2,0,False,0.0038818322025662155,0.032257254447880704
E0,256,10.0,20.0,1.0,4,2,2,0,False,0.002111185661391346,0.018445443911315716
B64,64,10.0,20.0,1.0,4,2,2,0,False,0.0048868553850240914,0.034145686148609744
E0,256,10.0,20.0,1.0,5,2,2,0,False,0.0025753070715097692,0.020250818499645717
B64,64,10.0,20.0,1.0,5,3,2,1,False,0.0013643025424698862,0.009968337588467113
E0,256,10.0,20.0,1.0,6,2,2,0,False,0.001934427704583186,0.02323600389530798
B64,64,10.0,20.0,1.0,6,3,2,1,False,0.008076546962954012,0.0751870016631368
E0,256,10.0,20.0,1.0,7,2,2,0,False,0.0029297530554117657,0.026603586620353364
B64,64,10.0,20.0,1.0,7,2,2,0,False,0.002517691817871537,0.01482876666903106
E0,256,10.0,20.0,1.0,8,2,2,0,False,0.0028669265168730362,0.0083070289069248
B64,64,10.0,20.0,1.0,8,2,2,0,False,0.0020315177619920632,0.03022163468244566
E0,256,10.0,20.0,1.0,9,3,2,1,False,0.002961388852313007,0.02944811892682416
B64,64,10.0,20.0,1.0,9,2,2,0,False,0.009896232743017208,0.10162570978256544
E0,256,10.0,20.0,1.0,10,2,2,0,False,0.0016573467514291451,0.022861140634466738
B64,64,10.0,20.0,1.0,10,2,2,0,False,0.003596155310674476,0.03484460420658667
E0,256,10.0,20.0,1.0,11,2,2,0,False,0.0019282555342243768,0.01945227891201153
B64,64,10.0,20.0,1.0,11,2,2,0,False,0.002328263758542448,0.02807096104513508
E0,256,10.0,20.0,1.0,12,2,2,0,False,0.003916865624177035,0.026205545310574903
B64,64,10.0,20.0,1.0,12,2,2,0,False,0.007523823373688288,0.05494567343661379
E0,256,10.0,20.0,1.0,13,3,2,1,False,0.0027058095492833445,0.011915678789449076
B64,64,10.0,20.0,1.0,13,3,2,1,False,0.004236465497072572,0.023634916380808023
E0,256,10.0,20.0,1.0,14,2,2,0,False,0.0016342127191535383,0.013661556127945068
B64,64,10.0,20.0,1.0,14,2,2,0,False,0.007715947211238472,0.06659640541591191
E0,256,10.0,20.0,1.0,15,3,2,1,False,0.002703455399952759,0.0275386012859605
B64,64,10.0,20.0,1.0,15,2,2,0,False,0.010000284365204948,0.09385739593214068
E0,256,10.0,20.0,1.0,16,3,2,1,False,0.001737144317345951,0.02285815913193348
B64,64,10.0,20.0,1.0,16,3,2,1,False,0.00290473359882526,0.019496387643005483
E0,256,10.0,20.0,1.0,17,2,2,0,False,0.0021582925285059673,0.017673060588164063
B64,64,10.0,20.0,1.0,17,4,2,2,False,0.004765548915003137,0.03494517834943746
E0,256,10.0,20.0,1.0,18,3,2,1,False,0.0020624959565083145,0.01872701409400752
B64,64,10.0,20.0,1.0,18,2,2,0,False,0.004239344401014478,0.03689274935384315
E0,256,10.0,20.0,1.0,19,2,2,0,False,0.0031814020710214663,0.017644092241086644
B64,64,10.0,20.0,1.0,19,3,2,1,False,0.009595212203450387,0.07009875941399579
E0,256,10.0,20.0,1.0,20,3,2,1,False,0.0026424929829715893,0.023625025532590282
B64,64,10.0,20.0,1.0,20,2,2,0,False,0.0029165304041214313,0.01890136220209476
E0,256,10.0,20.0,1.0,21,2,2,0,False,0.003400779095287021,0.024243658585523638
B64,64,10.0,20.0,1.0,21,3,2,1,False,0.008098658749133847,0.0601718930275847
E0,256,10.0,20.0,1.0,22,3,2,1,False,0.002020879158664002,0.01834301387064558
B64,64,10.0,20.0,1.0,22,3,2,1,False,0.006975218014403595,0.07192217553565772
E0,256,10.0,20.0,1.0,23,3,2,1,False,0.0011565028457027893,0.02816558391143007
B64,64,10.0,20.0,1.0,23,4,2,2,False,0.002914761499710039,0.012428193902081386
E0,256,10.0,20.0,1.0,24,2,2,0,False,0.0027744158713289835,0.016651331986861664
B64,64,10.0,20.0,1.0,24,2,2,0,False,0.005722097621031708,0.04195899195083945
E0,256,10.0,20.0,1.0,25,3,2,1,False,0.002834816479250435,0.018882251628254666
B64,64,10.0,20.0,1.0,25,2,2,0,False,0.0015311916043003748,0.011864792200994845
E0,256,10.0,20.0,1.0,26,3,2,1,False,0.001476038344392805,0.016686709708153738
B64,64,10.0,20.0,1.0,26,2,2,0,False,0.0063946774958054675,0.03109801169640484
E0,256,10.0,20.0,1.0,27,2,2,0,False,0.0025167181478735756,0.019289912776926856
B64,64,10.0,20.0,1.0,27,3,2,1,False,0.008230291646157184,0.05805641058602676
E0,256,10.0,20.0,1.0,28,3,2,1,False,0.0018382928396079024,0.017245420706295735
B64,64,10.0,20.0,1.0,28,2,2,0,False,0.009189177669000514,0.06604507627187418
E0,256,10.0,20.0,1.0,29,2,2,0,False,0.002501883028088514,0.026569607743930634
B64,64,10.0,20.0,1.0,29,3,2,1,False,0.007548076167068984,0.06720352788262118
E0,256,10.0,20.0,1.0,30,2,2,0,False,0.00252938513121137,0.017732971845573715
B64,64,10.0,20.0,1.0,30,2,2,0,False,0.010907809411733638,0.07190294900605494
E0,256,10.0,20.0,1.0,31,2,2,0,False,0.0026383664550735375,0.016165137466335827
B64,64,10.0,20.0,1.0,31,4,2,2,False,0.0053150269703508,0.03868670799131725
E0,256,10.0,20.0,2.0,0,2,2,0,False,0.0018953930884464398,0.002755156821941478
B64,64,10.0,20.0,2.0,0,2,2,0,False,0.004413009132676393,0.08694427890476691
E0,256,10.0,20.0,2.0,1,2,2,0,False,0.002433341736264083,0.010132581717829289
B64,64,10.0,20.0,2.0,1,2,2,0,False,0.0075283108099597484,0.08480666742736725
E0,256,10.0,20.0,2.0,2,2,2,0,False,0.0021509203087504147,0.018320699259833203
B64,64,10.0,20.0,2.0,2,2,2,0,False,0.005367043457994214,0.11649557393689179
E0,256,10.0,20.0,2.0,3,2,2,0,False,0.0022401834543899213,0.013994511882678222
B64,64,10.0,20.0,2.0,3,3,2,1,False,0.0011311778743561263,0.014610527310960353
E0,256,10.0,20.0,2.0,4,2,2,0,False,0.0014677817197821241,0.006578617343424182
B64,64,10.0,20.0,2.0,4,3,2,1,False,0.0019961132736625586,0.003830740300373147
E0,256,10.0,20.0,2.0,5,3,2,1,False,0.002157582440432293,0.003017180170638414
B64,64,10.0,20.0,2.0,5,2,2,0,False,0.004377168465154568,0.030639118644111688
E0,256,10.0,20.0,2.0,6,2,2,0,False,0.0016190314457134036,0.006499236259550205
B64,64,10.0,20.0,2.0,6,3,2,1,False,0.0011728905032555303,0.05045197702508113
E0,256,10.0,20.0,2.0,7,2,2,0,False,0.0012980122351109458,0.012997643096722675
B64,64,10.0,20.0,2.0,7,2,2,0,False,0.0033707642220974776,0.044410191154849496
E0,256,10.0,20.0,2.0,8,2,2,0,False,0.00233439494515153,0.00546268570433677
B64,64,10.0,20.0,2.0,8,2,2,0,False,0.0027936921911617674,0.007384035943539034
E0,256,10.0,20.0,2.0,9,2,2,0,False,0.002509821368420262,0.009071278659416072
B64,64,10.0,20.0,2.0,9,2,2,0,False,0.001596181791327922,0.05438770116407678
E0,256,10.0,20.0,2.0,10,2,2,0,False,0.0028937168573150984,0.012431349443227376
B64,64,10.0,20.0,2.0,10,2,2,0,False,0.001011947863347018,0.057882560772578556
E0,256,10.0,20.0,2.0,11,2,2,0,False,0.002179341266639767,0.008222689227221937
B64,64,10.0,20.0,2.0,11,2,2,0,False,0.0057179005204233135,0.11046339609612468
E0,256,10.0,20.0,2.0,12,3,2,1,False,0.0021044071075806414,0.005880872745663904
B64,64,10.0,20.0,2.0,12,2,2,0,False,0.007541295019478866,0.09554404865713836
E0,256,10.0,20.0,2.0,13,2,2,0,False,0.0027584654501282557,0.012399328114731573
B64,64,10.0,20.0,2.0,13,3,2,1,False,0.010211317750275839,0.10050482725131345
E0,256,10.0,20.0,2.0,14,3,2,1,False,0.002260103905527444,0.012174103588112144
B64,64,10.0,20.0,2.0,14,2,2,0,False,0.0021129545518050463,0.10037249713833865
E0,256,10.0,20.0,2.0,15,2,2,0,False,0.001623157698901423,0.014851822759084178
B64,64,10.0,20.0,2.0,15,4,2,2,False,0.007564808522857902,0.08793637717525912
E0,256,10.0,20.0,2.0,16,3,2,1,False,0.002661152151603119,0.005607805896693129
B64,64,10.0,20.0,2.0,16,5,2,3,False,0.003263461591316741,0.013760633923615356
E0,256,10.0,20.0,2.0,17,2,2,0,False,0.0011558517255139122,0.006191073617814804
B64,64,10.0,20.0,2.0,17,2,2,0,False,0.004101013561566447,0.08390657911948829
E0,256,10.0,20.0,2.0,18,2,2,0,False,0.0018256412783301812,0.013097390559017815
B64,64,10.0,20.0,2.0,18,2,2,0,False,0.0032200281441276957,0.08387747090397529
E0,256,10.0,20.0,2.0,19,2,2,0,False,0.0023849738476116045,0.015945926842011418
B64,64,10.0,20.0,2.0,19,2,2,0,False,0.006021854709103991,0.04850271210512434
E0,256,10.0,20.0,2.0,20,2,2,0,False,0.0018950560816932693,0.00585826808469835
B64,64,10.0,20.0,2.0,20,2,2,0,False,0.001353919234844625,0.055546068026418816
E0,256,10.0,20.0,2.0,21,2,2,0,False,0.0014632508117244925,0.007669411004747639
B64,64,10.0,20.0,2.0,21,2,2,0,False,0.0032208004735849727,0.016316786495676715
E0,256,10.0,20.0,2.0,22,2,2,0,False,0.0016549279311419696,0.009238214922981209
B64,64,10.0,20.0,2.0,22,2,2,0,False,0.004923346981826171,0.05071123285885555
E0,256,10.0,20.0,2.0,23,2,2,0,False,0.0015761780816774262,0.01265578699585386
B64,64,10.0,20.0,2.0,23,2,2,0,False,0.006121530789556573,0.05579360755456812
E0,256,10.0,20.0,2.0,24,3,2,1,False,0.0022471561566703713,0.006850297914106425
B64,64,10.0,20.0,2.0,24,2,2,0,False,0.009053036340375797,0.09420699038242789
E0,256,10.0,20.0,2.0,25,2,2,0,False,0.002313400330706372,0.016613687943962722
B64,64,10.0,20.0,2.0,25,2,2,0,False,0.0017382186515106923,0.0075576593464024965
E0,256,10.0,20.0,2.0,26,2,2,0,False,0.0023450741822870214,0.016622344156279723
B64,64,10.0,20.0,2.0,26,3,2,1,False,0.006955487981258557,0.07027881810384007
E0,256,10.0,20.0,2.0,27,2,2,0,False,0.0029456710262962815,0.010488088333909941
B64,64,10.0,20.0,2.0,27,3,2,1,False,0.0008283336917145334,0.06618534375585025
E0,256,10.0,20.0,2.0,28,2,2,0,False,0.0023576243263505603,0.017492329261733556
B64,64,10.0,20.0,2.0,28,4,2,2,False,0.0023576706230699074,0.1089545883361693
E0,256,10.0,20.0,2.0,29,2,2,0,False,0.001938703762618843,0.009731763303705239
B64,64,10.0,20.0,2.0,29,2,2,0,False,0.0066360193753212116,0.07762241952322232
E0,256,10.0,20.0,2.0,30,2,2,0,False,0.0012019595795464966,0.01039485681403108
B64,64,10.0,20.0,2.0,30,3,2,1,False,0.0033872289922527443,0.08708426463584876
E0,256,10.0,20.0,2.0,31,2,2,0,False,0.00204566887140345,0.005167462826952406
B64,64,10.0,20.0,2.0,31,2,2,0,False,0.00629067273970918,0.1014866678408145
E0,256,10.0,30.0,0.5,0,2,2,0,False,0.002407360396347258,0.01019699414445261
B64,64,10.0,30.0,0.5,0,3,2,1,False,0.0025227211076810363,0.00580427539670857
E0,256,10.0,30.0,0.5,1,2,2,0,False,0.001320341676063208,0.014239655704856607
B64,64,10.0,30.0,0.5,1,3,2,1,False,0.0004931537410755027,0.01474474688261075
E0,256,10.0,30.0,0.5,2,2,2,0,False,0.0007318871946040417,0.024596071275197744
B64,64,10.0,30.0,0.5,2,2,2,0,False,0.0012267830173016137,0.031088598089200496
E0,256,10.0,30.0,0.5,3,2,2,0,False,0.0014232220044334554,0.003927874769771037
B64,64,10.0,30.0,0.5,3,3,2,1,False,0.0017864744354767481,0.004001350936113373
E0,256,10.0,30.0,0.5,4,2,2,0,False,0.0030306949401648353,0.01347676323187482
B64,64,10.0,30.0,0.5,4,2,2,0,False,0.003838534723982434,0.01764226219038884
E0,256,10.0,30.0,0.5,5,2,2,0,False,0.0017951536373743693,0.012567084026724804
B64,64,10.0,30.0,0.5,5,3,2,1,False,0.002278159751725184,0.025334719196324594
E0,256,10.0,30.0,0.5,6,2,2,0,False,0.0020319733652485183,0.014271950204507555
B64,64,10.0,30.0,0.5,6,2,2,0,False,0.000745663661930962,0.0203736513741124
E0,256,10.0,30.0,0.5,7,2,2,0,False,0.0017479843503167558,0.006985013924702308
B64,64,10.0,30.0,0.5,7,3,2,1,False,0.000501760973534715,0.0026886275881098276
E0,256,10.0,30.0,0.5,8,3,2,1,False,0.0014310188147703684,0.00933143850609606
B64,64,10.0,30.0,0.5,8,3,2,1,False,0.0011118310192017589,0.017902650446336245
E0,256,10.0,30.0,0.5,9,2,2,0,False,0.0025423528740304846,0.015196983286297608
B64,64,10.0,30.0,0.5,9,3,2,1,False,0.003932390668239805,0.016972161956125893
E0,256,10.0,30.0,0.5,10,2,2,0,False,0.002869777430959175,0.015309941318716016
B64,64,10.0,30.0,0.5,10,3,2,1,False,0.0036906703898011983,0.013397734208907157
E0,256,10.0,30.0,0.5,11,2,2,0,False,0.001574219730755999,0.014687672582130322
B64,64,10.0,30.0,0.5,11,2,2,0,False,0.0015575943664032366,0.01728417360029158
E0,256,10.0,30.0,0.5,12,5,2,3,False,0.002245064628112914,0.013386060607304318
B64,64,10.0,30.0,0.5,12,2,2,0,False,0.0029718763895374423,0.005699363764186237
E0,256,10.0,30.0,0.5,13,2,2,0,False,0.0022788134703546348,0.008143501622140533
B64,64,10.0,30.0,0.5,13,2,2,0,False,0.003732724396272147,0.008857927187311307
E0,256,10.0,30.0,0.5,14,2,2,0,False,0.002808269000908581,0.008903842365556155
B64,64,10.0,30.0,0.5,14,2,2,0,False,0.004029522856512813,0.006358536091691307
E0,256,10.0,30.0,0.5,15,3,2,1,False,0.0016505054603896951,0.014294338080507094
B64,64,10.0,30.0,0.5,15,3,2,1,False,0.0023489054108551954,0.022772406101679726
E0,256,10.0,30.0,0.5,16,2,2,0,False,0.002266363832774232,0.016034290541458662
B64,64,10.0,30.0,0.5,16,2,2,0,False,0.001997612415678418,0.016115114056291728
E0,256,10.0,30.0,0.5,17,3,2,1,False,0.001375280941232404,0.01457050869071087
B64,64,10.0,30.0,0.5,17,2,2,0,False,0.001372450506835321,0.010487002081038229
E0,256,10.0,30.0,0.5,18,3,2,1,False,0.0011666570675288312,0.01294428800942822
B64,64,10.0,30.0,0.5,18,2,2,0,False,0.0017851597373237382,0.01341133636398463
E0,256,10.0,30.0,0.5,19,2,2,0,False,0.0024500459219893855,0.011417664245255976
B64,64,10.0,30.0,0.5,19,3,2,1,False,0.00155284753060414,0.004962022284951517
E0,256,10.0,30.0,0.5,20,2,2,0,False,0.0021956173984563065,0.014158758630285725
B64,64,10.0,30.0,0.5,20,2,2,0,False,0.0022964149662669797,0.01872101046018615
E0,256,10.0,30.0,0.5,21,4,2,2,False,0.002423022154488308,0.014092113255276685
B64,64,10.0,30.0,0.5,21,2,2,0,False,0.002836276145728789,0.025240280882122067
E0,256,10.0,30.0,0.5,22,3,2,1,False,0.003160046257363547,0.015449463646164601
B64,64,10.0,30.0,0.5,22,2,2,0,False,0.004026997769344121,0.021760742238541898
E0,256,10.0,30.0,0.5,23,2,2,0,False,0.0019927421994339056,0.007034632673435215
B64,64,10.0,30.0,0.5,23,2,2,0,False,0.002531376893671222,0.012754939478600794
E0,256,10.0,30.0,0.5,24,4,2,2,False,0.0023827582539013292,0.018874631200870996
B64,64,10.0,30.0,0.5,24,3,2,1,False,0.0011899709839724437,0.026868171336742186
E0,256,10.0,30.0,0.5,25,2,2,0,False,0.0021296533457615396,0.006500572323642859
B64,64,10.0,30.0,0.5,25,3,2,1,False,0.0031937742008381065,0.008648958472962482
E0,256,10.0,30.0,0.5,26,3,2,1,False,0.0024688298214670112,0.010112388271891941
B64,64,10.0,30.0,0.5,26,2,2,0,False,0.003089331035369014,0.022101299802527785
E0,256,10.0,30.0,0.5,27,3,2,1,False,0.0022968743613063225,0.01682396598824886
B64,64,10.0,30.0,0.5,27,2,2,0,False,0.0014275925738473916,0.01490770518856045
E0,256,10.0,30.0,0.5,28,2,2,0,False,0.002070078635910022,0.008405703237809137
B64,64,10.0,30.0,0.5,28,2,2,0,False,0.0019151208149281729,0.007784658617579294
E0,256,10.0,30.0,0.5,29,2,2,0,False,0.0034843062843918915,0.018824959704465814
B64,64,10.0,30.0,0.5,29,2,2,0,False,0.0040926564627881135,0.024229409651884748
E0,256,10.0,30.0,0.5,30,3,2,1,False,0.0023137493299287826,0.009310727263697447
B64,64,10.0,30.0,0.5,30,2,2,0,False,0.002766585766011076,0.01590439064441515
E0,256,10.0,30.0,0.5,31,2,2,0,False,0.0015734622702296974,0.017014749251637738
B64,64,10.0,30.0,0.5,31,3,2,1,False,0.002053482646445559,0.032977214641581376
E0,256,10.0,30.0,1.0,0,2,2,0,False,0.002241833893734224,0.013459189077526586
B64,64,10.0,30.0,1.0,0,2,2,0,False,0.0020414280801617224,0.01655851325945222
E0,256,10.0,30.0,1.0,1,3,2,1,False,0.001798918146320716,0.016572492134475685
B64,64,10.0,30.0,1.0,1,2,2,0,False,0.0015582496654218403,0.01615003197074262
E0,256,10.0,30.0,1.0,2,2,2,0,False,0.0019260803624518985,0.013228401341777041
B64,64,10.0,30.0,1.0,2,2,2,0,False,0.0017840362315695302,0.007492467250343144
E0,256,10.0,30.0,1.0,3,2,2,0,False,0.0026775269661527545,0.017683199561785032
B64,64,10.0,30.0,1.0,3,2,2,0,False,0.004665218805314453,0.01590526580068815
E0,256,10.0,30.0,1.0,4,3,2,1,False,0.002396103186271148,0.01397292589005496
B64,64,10.0,30.0,1.0,4,2,2,0,False,0.0027611112164436236,0.021177054936668355
E0,256,10.0,30.0,1.0,5,2,2,0,False,0.0027781782947471356,0.02222588479609156
B64,64,10.0,30.0,1.0,5,2,2,0,False,0.002052091478887519,0.023146198266965973
E0,256,10.0,30.0,1.0,6,2,2,0,False,0.0023882174213838425,0.020408783115213783
B64,64,10.0,30.0,1.0,6,2,2,0,False,0.0027419046943748526,0.022862249307043083
E0,256,10.0,30.0,1.0,7,2,2,0,False,0.001952853022928025,0.02396876458566571
B64,64,10.0,30.0,1.0,7,3,2,1,False,0.0010613157107144389,0.019985190797199723
E0,256,10.0,30.0,1.0,8,2,2,0,False,0.0018538579721365522,0.017871849870425338
B64,64,10.0,30.0,1.0,8,2,2,0,False,0.0012774532280701578,0.033767928054535636
E0,256,10.0,30.0,1.0,9,2,2,0,False,0.0021285018209624695,0.014372572598453578
B64,64,10.0,30.0,1.0,9,2,2,0,False,0.002600063829049759,0.012337687990942096
E0,256,10.0,30.0,1.0,10,3,2,1,False,0.0028221325263046992,0.02720819357790128
B64,64,10.0,30.0,1.0,10,2,2,0,False,0.002440475673495257,0.029356372104416432
E0,256,10.0,30.0,1.0,11,2,2,0,False,0.0019000705846110577,0.026115636840809253
B64,64,10.0,30.0,1.0,11,2,2,0,False,0.0003910885305771217,0.024075502080261962
E0,256,10.0,30.0,1.0,12,2,2,0,False,0.0019154629988236138,0.01873782750409909
B64,64,10.0,30.0,1.0,12,2,2,0,False,0.002018776633121888,0.012508032487097103
E0,256,10.0,30.0,1.0,13,3,2,1,False,0.0026322780190923822,0.015870701793756985
B64,64,10.0,30.0,1.0,13,3,2,1,False,0.001194782481263701,0.012130609287475459
E0,256,10.0,30.0,1.0,14,2,2,0,False,0.0019122326068554685,0.02182433520426326
B64,64,10.0,30.0,1.0,14,3,2,1,False,0.001160656285591699,0.01427301156821855
E0,256,10.0,30.0,1.0,15,2,2,0,False,0.0013660829695538723,0.017426599845803338
B64,64,10.0,30.0,1.0,15,2,2,0,False,0.0012771008415484175,0.02433653738106787
E0,256,10.0,30.0,1.0,16,2,2,0,False,0.0028162720999631574,0.020728524578118315
B64,64,10.0,30.0,1.0,16,3,2,1,False,0.0022910186081190886,0.007982243965127204
E0,256,10.0,30.0,1.0,17,2,2,0,False,0.002086572203793935,0.016873887123265853
B64,64,10.0,30.0,1.0,17,2,2,0,False,0.002213301925394262,0.019133290071964064
E0,256,10.0,30.0,1.0,18,2,2,0,False,0.002460716875049229,0.02295700338356349
B64,64,10.0,30.0,1.0,18,2,2,0,False,0.0011198315737885878,0.022963741902967648
E0,256,10.0,30.0,1.0,19,2,2,0,False,0.0021644441363264377,0.01986994026769934
B64,64,10.0,30.0,1.0,19,2,2,0,False,0.0008190303343695859,0.02130226477838751
E0,256,10.0,30.0,1.0,20,2,2,0,False,0.0016967185565874843,0.014698959918239742
B64,64,10.0,30.0,1.0,20,2,2,0,False,0.0013961614806703437,0.022655175068077116
E0,256,10.0,30.0,1.0,21,2,2,0,False,0.0020260809975525262,0.013105501895095961
B64,64,10.0,30.0,1.0,21,2,2,0,False,0.002229135519840497,0.019347362485448934
E0,256,10.0,30.0,1.0,22,2,2,0,False,0.0019583333403687675,0.015713915753005004
B64,64,10.0,30.0,1.0,22,2,2,0,False,0.003933666085188747,0.019468190485448567
E0,256,10.0,30.0,1.0,23,3,2,1,False,0.0034211696303430017,0.018365706463619406
B64,64,10.0,30.0,1.0,23,2,2,0,False,0.0035507154144340802,0.02116481223905757
E0,256,10.0,30.0,1.0,24,3,2,1,False,0.0018750295129734695,0.029965913333819937
B64,64,10.0,30.0,1.0,24,2,2,0,False,0.0018565249259694383,0.024900957597146854
E0,256,10.0,30.0,1.0,25,2,2,0,False,0.0018501270510995482,0.021439730032247858
B64,64,10.0,30.0,1.0,25,2,2,0,False,0.0020067072370864025,0.02803914944218111
E0,256,10.0,30.0,1.0,26,2,2,0,False,0.002058188214178358,0.012552541019179407
B64,64,10.0,30.0,1.0,26,4,2,2,False,0.002331987573526817,0.01778857522560616
E0,256,10.0,30.0,1.0,27,3,2,1,False,0.002630567757279323,0.017981309406783497
B64,64,10.0,30.0,1.0,27,2,2,0,False,0.003116352296274272,0.01362507740073368
E0,256,10.0,30.0,1.0,28,2,2,0,False,0.002556337049270496,0.020402819973870535
B64,64,10.0,30.0,1.0,28,2,2,0,False,0.0020215221262986915,0.019944707687320255
E0,256,10.0,30.0,1.0,29,2,2,0,False,0.0019889679652891346,0.02387915340994036
B64,64,10.0,30.0,1.0,29,2,2,0,False,0.0009468959910918784,0.03720189654721932
E0,256,10.0,30.0,1.0,30,2,2,0,False,0.0021385623853120705,0.02240785364611335
B64,64,10.0,30.0,1.0,30,2,2,0,False,0.002006225965985209,0.016227522851068966
E0,256,10.0,30.0,1.0,31,4,2,2,False,0.0018988692147132724,0.016229504754207126
B64,64,10.0,30.0,1.0,31,3,2,1,False,0.0016873589635224562,0.020552481579181988
E0,256,10.0,30.0,2.0,0,2,2,0,False,0.001535842874318405,0.007081716526281298
B64,64,10.0,30.0,2.0,0,2,2,0,False,0.0016538491445601267,0.007094659925261303
E0,256,10.0,30.0,2.0,1,2,2,0,False,0.002027188496697363,0.01571081514159222
B64,64,10.0,30.0,2.0,1,3,2,1,False,0.002658075525687309,0.009734870029735915
E0,256,10.0,30.0,2.0,2,2,2,0,False,0.0027809336495749903,0.013400994541609989
B64,64,10.0,30.0,2.0,2,2,2,0,False,0.0016064232876971118,0.009261539492427098
E0,256,10.0,30.0,2.0,3,2,2,0,False,0.002235115402427823,0.007913553150150507
B64,64,10.0,30.0,2.0,3,2,2,0,False,0.0036775008139642296,0.00605366603702723
E0,256,10.0,30.0,2.0,4,3,2,1,False,0.0013549665552687884,0.010210883907744255
B64,64,10.0,30.0,2.0,4,4,2,2,False,0.0007149818590050927,0.023279163672081903
E0,256,10.0,30.0,2.0,5,3,2,1,False,0.003336402047636966,0.00684119539957205
B64,64,10.0,30.0,2.0,5,3,2,1,False,0.004564538039502963,0.008925779895770987
